,Stkcd,Accper,Annodt,sue_decile,ShortName,Typrep,ue,sue
0,1,2015-12-31,2016-03-10,4.0,平安银行,A,-0.13321299999999991,-1.0104016155976985
1,1,2016-06-30,2016-08-12,3.0,平安银行,A,-0.09372999999999998,-0.6816426077985361
2,1,2016-12-31,2017-03-17,1.0,平安银行,A,-0.11813799999999997,-4.376466978893494
3,1,2017-06-30,2017-08-11,6.0,平安银行,A,0.015259000000000023,0.22725907510458007
4,1,2017-12-31,2018-03-15,6.0,平安银行,A,0.01910299999999976,0.2660856239001111
5,1,2018-06-30,2018-08-16,8.0,平安银行,A,0.047641000000000044,0.642438245143211
6,1,2018-12-31,2019-03-07,10.0,平安银行,A,0.047234,2.69297131605857
7,1,2019-06-30,2019-08-08,10.0,平安银行,A,0.11828799999999995,2.7956391810509165
8,1,2019-12-31,2020-02-14,3.0,平安银行,A,-0.11081499999999989,-1.143903769551125
9,1,2020-06-30,2020-08-28,2.0,平安银行,A,-0.19225400000000004,-1.3511916445882013
10,1,2020-12-31,2021-02-02,8.0,平安银行,A,0.23002599999999995,1.1716426110629263
11,1,2021-06-30,2021-08-20,7.0,平安银行,A,0.20122600000000002,0.9363985280289188
12,1,2021-12-31,2022-03-10,8.0,平安银行,A,0.18051200000000012,0.9065238051713778
13,1,2022-06-30,2022-08-18,10.0,平安银行,A,0.23214499999999993,9.388644811846694
14,1,2022-12-31,2023-03-09,10.0,平安银行,A,0.24090400000000012,8.630691361922283
15,2,2015-12-31,2016-03-14,10.0,万科A,A,0.484664,2.278066289546165
16,2,2016-06-30,2016-08-22,7.0,万科A,A,0.028137999999999996,0.13438112083837492
17,2,2016-12-31,2017-03-27,7.0,万科A,A,0.191994,0.9697206998044949
18,2,2017-06-30,2017-08-25,9.0,万科A,A,0.267988,1.4137761212748552
19,2,2017-12-31,2018-03-27,10.0,万科A,A,0.5344409999999999,2.531688171125563
20,2,2018-06-30,2018-08-21,10.0,万科A,A,0.3142999999999999,2.13686009492572
21,2,2018-12-31,2019-03-26,10.0,万科A,A,0.7785290000000002,3.326359374999626
22,2,2019-06-30,2019-08-21,10.0,万科A,A,0.48140700000000014,2.5067603490029584
23,2,2019-12-31,2020-03-18,5.0,万科A,A,-0.0668410000000006,-0.18954775803701499
24,2,2020-06-30,2020-08-28,5.0,万科A,A,-0.10285999999999995,-0.2389821653327005
25,2,2020-12-31,2021-03-31,8.0,万科A,A,0.32898500000000075,1.1341827161440117
26,2,2021-06-30,2021-08-30,1.0,万科A,A,-0.21137300000000003,-0.895136140201373
27,2,2021-12-31,2022-03-31,1.0,万科A,A,-1.6180410000000003,-1.9162564390728485
28,2,2022-06-30,2022-08-31,7.0,万科A,A,0.16503299999999999,0.18637065545716264
29,2,2022-12-31,2023-03-31,5.0,万科A,A,-0.21112299999999995,-0.26847563533659724
30,4,2015-12-31,2016-04-30,4.0,国农科技,A,-0.213356,-1.0745349414555574
31,4,2016-06-30,2016-08-31,5.0,国农科技,A,-0.016888,-0.09035706147557407
32,4,2016-12-31,2017-04-11,9.0,国农科技,A,0.408178,1.5664058627747344
33,4,2017-06-30,2017-08-31,3.0,国农科技,A,-0.104175,-0.3830346371336107
34,4,2017-12-31,2018-04-28,2.0,国农科技,A,-0.298605,-1.0011533832326098
35,4,2018-06-30,2018-08-25,7.0,国农科技,A,0.08519700000000001,0.2830307249818799
36,4,2018-12-31,2019-04-26,2.0,国农科技,A,-0.412727,-1.881995032283054
37,4,2019-06-30,2019-08-31,3.0,国农科技,A,-0.071023,-0.3173031422520931
38,4,2019-12-31,2020-04-28,8.0,国农科技,A,0.306553,1.013423517597712
39,4,2020-06-30,2020-08-31,8.0,国农科技,A,0.067037,0.22311698674190691
40,4,2020-12-31,2021-04-28,9.0,国华网安,A,0.330377,1.7060033611873835
41,4,2021-06-30,2021-08-27,4.0,国华网安,A,0.024480000000000002,0.15425217941579752
42,4,2021-12-31,2022-04-30,1.0,国华网安,A,-3.660089,-1.9211352295440345
45,5,2015-12-31,2016-04-27,3.0,世纪星源,A,-0.100474,-1.2486669430919297
46,5,2016-06-30,2016-08-25,10.0,世纪星源,A,0.14946,1.3587067669089288
47,5,2016-12-31,2017-04-27,5.0,世纪星源,A,0.012077999999999992,0.11771450445508028
48,5,2017-06-30,2017-08-26,1.0,世纪星源,A,-0.138324,-1.0690988983622036
49,5,2017-12-31,2018-04-21,6.0,世纪星源,A,0.04949800000000001,0.41466805433169596
50,5,2018-06-30,2018-08-30,6.0,世纪星源,A,0.022633,0.26729236207957613
51,5,2018-12-31,2019-04-25,8.0,世纪星源,A,0.10377899999999998,0.9968810467488174
52,5,2019-06-30,2019-08-29,9.0,世纪星源,A,0.052091,1.536136822816131
53,5,2019-12-31,2020-05-23,4.0,世纪星源,A,-0.03154299999999999,-0.5578550231610518
54,5,2020-06-30,2020-08-29,3.0,世纪星源,A,-0.092148,-1.0590815638003763
55,5,2020-12-31,2021-04-30,1.0,世纪星源,A,-0.44133500000000003,-2.0342793344021666
60,6,2015-12-31,2016-03-30,3.0,深振业A,A,-0.21731000000000006,-1.2379400940454464
61,6,2016-06-30,2016-08-19,3.0,深振业A,A,-0.12026,-0.7208522334373155
62,6,2016-12-31,2017-03-30,9.0,深振业A,A,0.3906980000000001,1.4136012009076533
63,6,2017-06-30,2017-08-18,7.0,深振业A,A,0.11649999999999999,0.4295123727711962
64,6,2017-12-31,2018-03-30,4.0,深振业A,A,-0.10419900000000015,-0.43573918184984683
65,6,2018-06-30,2018-08-17,8.0,深振业A,A,0.137887,0.681119298144141
66,6,2018-12-31,2019-03-30,5.0,深振业A,A,-0.061852999999999936,-0.5032552003728935
67,6,2019-06-30,2019-08-16,1.0,深振业A,A,-0.175555,-1.306814996363561
68,6,2019-12-31,2020-04-09,7.0,深振业A,A,0.11624900000000005,0.7772879932103902
69,6,2020-06-30,2020-08-28,7.0,深振业A,A,0.014361999999999986,0.11660114468958814
70,6,2020-12-31,2021-03-31,5.0,深振业A,A,0.029953000000000007,0.2435373494309916
71,6,2021-06-30,2021-08-27,10.0,深振业A,A,0.129121,2.202544855543741
72,6,2021-12-31,2022-04-16,2.0,深振业A,A,-0.38793700000000003,-1.6970433802228897
73,6,2022-06-30,2022-08-25,4.0,深振业A,A,-0.122784,-0.5450761994394153
74,6,2022-12-31,2023-04-28,6.0,深振业A,A,0.04467399999999999,0.19599689248591465
75,7,2015-12-31,2016-04-23,9.0,零七股份,A,0.217385,1.2401323666559574
76,7,2016-06-30,2016-08-30,8.0,全新好,A,0.116519,0.629408966361963
77,7,2016-12-31,2017-04-19,10.0,全新好,A,0.17932199999999998,1.7554413062400682
78,7,2017-06-30,2017-08-31,3.0,全新好,A,-0.046894,-0.4020045657857856
79,7,2017-12-31,2018-04-24,2.0,全新好,A,-0.303972,-1.4092619388579486
80,7,2018-06-30,2018-08-31,3.0,全新好,A,-0.05958,-0.3017600534334202
81,7,2018-12-31,2019-04-30,1.0,全新好,A,-0.5090340000000001,-2.3082135354184383
82,7,2019-06-30,2019-08-31,6.0,全新好,A,0.020096000000000003,0.08349607972325405
83,7,2019-12-31,2020-04-29,9.0,全新好,A,0.6103860000000001,1.3270479733686
84,7,2020-06-30,2020-08-28,5.0,全新好,A,-0.074396,-0.16144180865228133
85,7,2020-12-31,2021-04-29,3.0,全新好,A,-0.344909,-0.8566487055485466
89,7,2022-12-31,2023-04-29,5.0,全新好,A,-0.10871399999999999,-0.4939919311802838
90,8,2015-12-31,2016-04-27,6.0,神州高铁,A,-0.014320999999999997,-0.3039166948540515
91,8,2016-06-30,2016-08-25,2.0,神州高铁,A,-0.08077999999999999,-1.2823924382394107
92,8,2016-12-31,2017-04-01,9.0,神州高铁,A,0.190828,1.6314562477217327
93,8,2017-06-30,2017-08-30,5.0,神州高铁,A,0.0071309999999999985,0.061334714533103
94,8,2017-12-31,2018-04-26,8.0,神州高铁,A,0.11970199999999998,0.9964561676921952
95,8,2018-06-30,2018-08-25,5.0,神州高铁,A,0.000563000000000001,0.00610917628019397
96,8,2018-12-31,2019-04-25,2.0,神州高铁,A,-0.193316,-1.4875677567687848
97,8,2019-06-30,2019-08-29,5.0,神州高铁,A,0.002336999999999999,0.018020461900593546
98,8,2019-12-31,2020-04-24,6.0,神州高铁,A,0.039207000000000006,0.372707610811867
99,8,2020-06-30,2020-08-29,3.0,神州高铁,A,-0.130706,-1.1923604306534927
100,8,2020-12-31,2021-04-20,1.0,神州高铁,A,-0.35454600000000003,-1.991220085245014
101,8,2021-06-30,2021-08-28,5.0,神州高铁,A,0.05214,0.27448137198552514
102,8,2021-12-31,2022-04-29,2.0,神州高铁,A,-0.22720299999999996,-1.325655601118121
103,8,2022-06-30,2022-08-31,7.0,神州高铁,A,0.022635,0.11496152447785041
104,8,2022-12-31,2023-04-22,8.0,神州高铁,A,0.168506,1.0119566564641438
105,9,2015-12-31,2016-04-29,10.0,中国宝安,A,0.402282,1.53579798114089
106,9,2016-06-30,2016-08-30,5.0,中国宝安,A,-0.017367999999999995,-0.06698460789742287
107,9,2016-12-31,2017-04-27,2.0,中国宝安,A,-0.394144,-1.1957410413995775
108,9,2017-06-30,2017-08-30,4.0,中国宝安,A,-0.024843000000000004,-0.07632760807099766
109,9,2017-12-31,2018-04-28,4.0,中国宝安,A,-0.019931000000000004,-0.10673085140204962
110,9,2018-06-30,2018-08-30,5.0,中国宝安,A,0.002801999999999999,0.014711923731661823
111,9,2018-12-31,2019-04-30,10.0,中国宝安,A,0.156234,1.8175190629518754
112,9,2019-06-30,2019-08-31,9.0,中国宝安,A,0.072854,0.9181119501361906
113,9,2019-12-31,2020-04-29,3.0,中国宝安,A,-0.10628600000000002,-0.9560552272238987
114,9,2020-06-30,2020-08-28,5.0,中国宝安,A,-0.04549400000000001,-0.3863894222648546
115,9,2020-12-31,2021-03-27,9.0,中国宝安,A,0.183495,1.4269095478696014
116,9,2021-06-30,2021-08-25,9.0,中国宝安,A,0.297028,1.5637061631247156
117,9,2021-12-31,2022-03-31,6.0,中国宝安,A,-0.02898700000000004,-0.17365636489016606
118,9,2022-06-30,2022-08-23,5.0,中国宝安,A,-0.034131999999999996,-0.20856603185531916
119,9,2022-12-31,2023-04-15,10.0,中国宝安,A,0.30897800000000003,1.5989938440822973
120,10,2015-12-31,2016-04-27,9.0,深华新,A,0.138593,1.3905247297267662
121,10,2016-06-30,2016-08-24,7.0,美丽生态,A,0.029842000000000004,0.313513815970381
122,10,2016-12-31,2017-04-22,4.0,美丽生态,A,-0.006715000000000006,-0.10349381222286634
123,10,2017-06-30,2017-08-29,2.0,美丽生态,A,-0.087651,-0.9333945609852359
124,10,2017-12-31,2018-04-27,1.0,美丽生态,A,-1.240561,-2.0287165826335163
125,10,2018-06-30,2018-08-31,4.0,美丽生态,A,-0.047507,-0.0795030687950591
126,10,2018-12-31,2019-04-25,7.0,美丽生态,A,0.44208099999999995,0.6197572777170428
130,10,2020-12-31,2021-04-21,4.0,美丽生态,A,-0.034026,-0.07820844618828479
131,10,2021-06-30,2021-08-31,3.0,美丽生态,A,-0.005852000000000003,-0.012911748857409033
132,10,2021-12-31,2022-04-28,1.0,美丽生态,A,-0.039409,-2.6780228205686467
133,10,2022-06-30,2022-08-29,4.0,美丽生态,A,-0.008588999999999998,-0.4991392280764077
134,10,2022-12-31,2023-04-28,1.0,美丽生态,A,-0.687797,-2.051478601977886
135,11,2015-12-31,2016-03-31,5.0,深物业A,A,-0.30163300000000004,-0.663368286989164
136,11,2016-06-30,2016-08-27,5.0,深物业A,A,-0.061095000000000003,-0.15407167364067786
137,11,2016-12-31,2017-03-31,9.0,深物业A,A,0.39338400000000007,1.3232538516241352
138,11,2017-06-30,2017-08-31,9.0,深物业A,A,0.620164,1.4780091613655773
139,11,2017-12-31,2018-03-30,4.0,深物业A,A,-0.170307,-0.45562407129419474
140,11,2018-06-30,2018-08-22,2.0,深物业A,A,-0.472136,-0.9399944153314032
141,11,2018-12-31,2019-03-30,8.0,深物业A,A,0.42129399999999995,0.8293115837985898
142,11,2019-06-30,2019-08-20,5.0,深物业A,A,-0.012867000000000017,-0.03455841430326963
143,11,2019-12-31,2020-03-18,7.0,深物业A,A,0.2636609999999999,0.6732646685718683
144,11,2020-06-30,2020-08-20,9.0,深物业A,A,0.17208500000000002,0.949083710079487
145,11,2020-12-31,2021-03-31,3.0,深物业A,A,-0.19019299999999995,-0.9433947045368983
146,11,2021-06-30,2021-08-30,10.0,深物业A,A,0.8234560000000001,1.9634155348562283
147,11,2021-12-31,2022-03-30,4.0,深物业A,A,-0.394883,-0.7385276751597833
148,11,2022-06-30,2022-08-29,2.0,深物业A,A,-0.7170130000000001,-1.078074464617225
149,11,2022-12-31,2023-03-25,6.0,深物业A,A,-0.050493000000000066,-0.07606487910672696
150,12,2015-12-31,2016-03-25,7.0,南玻A,A,0.04350599999999999,0.16811254126414737
151,12,2016-06-30,2016-08-16,8.0,南玻A,A,0.11791099999999999,0.4458300518620873
152,12,2016-12-31,2017-04-28,5.0,南玻A,A,0.005680000000000018,0.04305833864701816
153,12,2017-06-30,2017-08-22,2.0,南玻A,A,-0.031362,-0.49168224890851564
154,12,2017-12-31,2018-04-23,4.0,南玻A,A,-0.02258400000000005,-0.3280715962304143
155,12,2018-06-30,2018-08-28,1.0,南玻A,A,-0.06714799999999999,-2.236349795455636
156,12,2018-12-31,2019-04-17,1.0,南玻A,A,-0.10150299999999998,-2.808723661815356
157,12,2019-06-30,2019-08-23,5.0,南玻A,A,-0.0012690000000000062,-0.028237412452447496
158,12,2019-12-31,2020-04-30,6.0,南玻A,A,0.016728000000000007,0.3016429411763123
159,12,2020-06-30,2020-08-24,7.0,南玻A,A,0.006448999999999996,0.1174680332551651
160,12,2020-12-31,2021-04-15,10.0,南玻A,A,0.07759299999999998,2.160762168349372
161,12,2021-06-30,2021-08-27,10.0,南玻A,A,0.31494600000000006,2.1850163781999306
162,12,2021-12-31,2022-04-25,5.0,南玻A,A,-0.07093100000000005,-0.42546917170102094
163,12,2022-06-30,2022-08-31,3.0,南玻A,A,-0.11736400000000002,-0.6031548016652755
164,12,2022-12-31,2023-04-26,9.0,南玻A,A,0.2743770000000001,1.214670560730112
165,14,2015-12-31,2016-03-31,7.0,沙河股份,A,0.02359699999999995,0.23151040853580646
166,14,2016-06-30,2016-08-27,1.0,沙河股份,A,-0.128108,-1.9907596104737009
167,14,2016-12-31,2017-03-30,5.0,沙河股份,A,0.007645000000000013,0.10822677850486116
168,14,2017-06-30,2017-08-31,8.0,沙河股份,A,0.072535,0.8443392402421828
169,14,2017-12-31,2018-03-29,2.0,沙河股份,A,-0.162391,-1.4613866002956428
170,14,2018-06-30,2018-08-29,4.0,沙河股份,A,-0.004223000000000001,-0.04234254519584525
171,14,2018-12-31,2019-03-30,10.0,沙河股份,A,0.7158249999999999,1.8535870780639785
172,14,2019-06-30,2019-08-29,5.0,沙河股份,A,-0.036696,-0.09227279971691686
173,14,2019-12-31,2020-03-27,3.0,沙河股份,A,-0.5700829999999999,-1.0799186160774883
174,14,2020-06-30,2020-08-29,8.0,沙河股份,A,0.159641,0.30058875691569004
175,14,2020-12-31,2021-03-27,3.0,沙河股份,A,-0.273654,-0.869981884218176
176,14,2021-06-30,2021-08-27,1.0,沙河股份,A,-0.24588900000000002,-0.8202229579441733
177,14,2021-12-31,2022-03-31,9.0,沙河股份,A,0.44347800000000004,1.287817601686128
178,14,2022-06-30,2022-08-30,9.0,沙河股份,A,0.285045,0.7783418047759934
179,14,2022-12-31,2023-03-31,9.0,沙河股份,A,0.4968659999999998,1.4643174982362632
180,16,2015-12-31,2016-04-08,2.0,深康佳A,A,-0.2878,-1.715280614484914
181,16,2016-06-30,2016-08-30,9.0,深康佳A,A,0.257125,0.9788057394493126
182,16,2016-12-31,2017-03-31,7.0,深康佳A,A,0.31100300000000003,0.9361794648756843
183,16,2017-06-30,2017-08-25,5.0,深康佳A,A,0.010171000000000001,0.03716642330844481
184,16,2017-12-31,2018-03-31,10.0,深康佳A,A,2.06407,2.184722592066588
185,16,2018-06-30,2018-08-31,6.0,深康佳A,A,0.155458,0.161853866132
186,16,2018-12-31,2019-03-30,3.0,深康佳A,A,-1.990307,-1.2015372472742518
187,16,2019-06-30,2019-08-07,5.0,深康佳A,A,0.029062000000000004,0.01754628267290147
188,16,2019-12-31,2020-04-22,5.0,深康佳A,A,-0.16763799999999998,-0.16650860909662707
189,16,2020-06-30,2020-08-28,5.0,深康佳A,A,-0.168803,-0.17796947504208008
190,16,2020-12-31,2021-03-24,8.0,深康佳A,A,0.25399499999999997,1.2634505996021428
191,16,2021-06-30,2021-08-28,4.0,深康佳A,A,0.007689000000000001,0.038481513778362814
192,16,2021-12-31,2022-03-30,7.0,深康佳A,A,0.10303899999999996,0.5818289915361963
193,16,2022-06-30,2022-08-25,5.0,深康佳A,A,-0.013603000000000004,-0.11162338053037774
194,16,2022-12-31,2023-03-28,1.0,深康佳A,A,-1.056547,-1.9321726762708624
195,17,2015-12-31,2016-04-25,6.0,深中华A,A,-0.007474,-0.005116962194153672
196,17,2016-06-30,2016-08-26,6.0,深中华A,A,-0.000134,-9.236616897909576e-05
197,17,2016-12-31,2017-04-27,8.0,深中华A,A,0.007384,1.1786447567910197
198,17,2017-06-30,2017-08-30,2.0,深中华A,A,-0.0047989999999999994,-0.7372183540242969
199,17,2017-12-31,2018-04-18,5.0,深中华A,A,0.0006049999999999996,0.12051645055728354
200,17,2018-06-30,2018-08-22,8.0,深中华A,A,0.00475,0.8938352234108082
201,17,2018-12-31,2019-04-20,2.0,深中华A,A,-0.011025,-1.6132636177566575
202,17,2019-06-30,2019-08-29,3.0,深中华A,A,-0.00287,-0.42865568469424914
203,17,2019-12-31,2020-04-28,3.0,深中华A,A,-0.007891,-1.146711973884946
206,17,2021-06-30,2021-08-27,2.0,深中华A,A,-0.0033420000000000004,-0.33158578234489217
207,17,2021-12-31,2022-04-26,4.0,深中华A,A,-0.007568,-0.7593692591170195
208,17,2022-06-30,2022-08-26,4.0,深中华A,A,-0.0050799999999999994,-0.5192706745426489
209,17,2022-12-31,2023-04-25,1.0,深中华A,A,-0.0035280000000000008,-1.805184931649426
210,18,2015-12-31,2016-04-15,10.0,神州长城,A,0.757058,1.9678796045669904
211,18,2016-06-30,2016-08-27,7.0,神州长城,A,0.122296,0.3261179488286658
212,18,2016-12-31,2017-04-28,2.0,神州长城,A,-0.618749,-1.0966350270613232
213,18,2017-06-30,2017-08-12,5.0,神州长城,A,0.04586699999999999,0.08152642403949674
214,18,2017-12-31,2018-04-25,4.0,神州长城,A,-0.09771299999999997,-0.2927147392257071
215,18,2018-06-30,2018-08-31,3.0,神州长城,A,-0.08032199999999999,-0.2728484137573203
216,18,2018-12-31,2019-04-30,1.0,神州长城,A,-1.158493,-2.065493161506186
217,19,2015-12-31,2016-04-26,2.0,深深宝A,A,-0.279577,-1.8422409889497195
218,19,2016-06-30,2016-08-23,4.0,深深宝A,A,-0.051476,-0.3379028976843595
219,19,2016-12-31,2017-04-24,9.0,深深宝A,A,0.39376900000000004,1.3976288394596093
220,19,2017-06-30,2017-08-28,4.0,深深宝A,A,0.0016690000000000038,0.005965363458311224
221,19,2017-12-31,2018-04-24,2.0,深深宝A,A,-0.324573,-1.0962963661062353
222,19,2018-06-30,2018-08-28,5.0,深深宝A,A,0.00272,0.009256160966633243
223,19,2018-12-31,2019-04-27,9.0,深深宝A,A,0.39897,1.347525442101677
224,19,2019-06-30,2019-08-27,8.0,深粮控股,A,0.226323,0.7245224049001984
225,19,2019-12-31,2020-04-28,4.0,深粮控股,A,-0.171087,-0.6843808897104141
226,19,2020-06-30,2020-08-25,6.0,深粮控股,A,-0.003480000000000011,-0.013868557942623245
227,19,2020-12-31,2021-04-27,5.0,深粮控股,A,0.020186999999999983,0.1239154076276766
228,19,2021-06-30,2021-08-26,5.0,深粮控股,A,0.029090000000000005,0.3088615198065504
229,19,2021-12-31,2022-04-26,6.0,深粮控股,A,-0.0008579999999999699,-0.053845912821822176
230,19,2022-06-30,2022-08-26,4.0,深粮控股,A,-0.006554000000000004,-0.3872608605555302
231,19,2022-12-31,2023-04-26,5.0,深粮控股,A,-0.009074000000000026,-0.5146658231816599
232,20,2015-12-31,2016-04-30,3.0,深华发A,A,-0.086911,-1.359550799539412
233,20,2016-06-30,2016-08-31,4.0,深华发A,A,-0.024383000000000002,-0.3730553268784599
234,20,2016-12-31,2017-04-25,7.0,深华发A,A,0.058493,0.8696357691679428
235,20,2017-06-30,2017-08-29,3.0,深华发A,A,-0.018105,-0.3040051958126525
236,20,2017-12-31,2018-04-24,5.0,深华发A,A,0.0022719999999999997,0.06025442432456334
237,20,2018-06-30,2018-08-28,5.0,深华发A,A,0.0022839999999999996,0.06934373889342511
238,20,2018-12-31,2019-04-30,7.0,深华发A,A,0.005912000000000001,0.5407866512829251
239,20,2019-06-30,2019-08-27,4.0,深华发A,A,-0.0007509999999999999,-0.27551911720528277
240,20,2019-12-31,2020-04-30,10.0,深华发A,A,0.008396,2.088348378550022
241,20,2020-06-30,2020-08-25,8.0,深华发A,A,0.002066,0.5098650810422192
242,20,2020-12-31,2021-04-27,6.0,深华发A,A,0.0027729999999999994,0.7236473922498654
243,20,2021-06-30,2021-08-24,10.0,深华发A,A,0.013504,2.5212116132650886
244,20,2021-12-31,2022-04-26,3.0,深华发A,A,-0.012191000000000002,-1.156294805333929
245,20,2022-06-30,2022-08-23,8.0,深华发A,A,0.006419000000000001,0.5923552805494179
246,20,2022-12-31,2023-04-25,7.0,深华发A,A,0.003914000000000001,0.36051963973205253
247,21,2015-12-31,2016-03-31,4.0,深科技,A,-0.08611,-1.0235209338932472
248,21,2016-06-30,2016-08-31,8.0,深科技,A,0.05571899999999999,0.6960663738054995
249,21,2016-12-31,2017-03-31,4.0,深科技,A,-0.026438000000000003,-0.31818031134365726
250,21,2017-06-30,2017-08-25,9.0,深科技,A,0.07131100000000001,0.9688859363214178
251,21,2017-12-31,2018-04-12,10.0,深科技,A,0.166686,2.104858702586747
252,21,2018-06-30,2018-08-18,2.0,深科技,A,-0.097372,-0.8454876515023236
253,21,2018-12-31,2019-04-20,8.0,深科技,A,0.091579,0.8217652382263511
254,21,2019-06-30,2019-08-31,6.0,深科技,A,0.0026129999999999903,0.02292472289757525
255,21,2019-12-31,2020-04-24,3.0,深科技,A,-0.08656399999999997,-0.9810948818266427
256,21,2020-06-30,2020-08-31,9.0,深科技,A,0.04567399999999999,0.6021091722669066
257,21,2020-12-31,2021-04-30,9.0,深科技,A,0.30180300000000004,1.8110734070946046
258,21,2021-06-30,2021-08-26,5.0,深科技,A,0.03545200000000001,0.21714811415738236
259,21,2021-12-31,2022-04-21,4.0,深科技,A,-0.14880100000000002,-0.8035835597733956
260,21,2022-06-30,2022-08-26,8.0,深科技,A,0.08956899999999998,0.48296570734367084
261,21,2022-12-31,2023-04-21,2.0,深科技,A,-0.18266000000000004,-1.3598126294355906
262,22,2015-12-31,2016-03-28,9.0,深赤湾A,A,0.1583869999999999,1.2697404005045099
263,22,2016-06-30,2016-08-26,8.0,深赤湾A,A,0.03809099999999993,0.4720079193980926
264,22,2016-12-31,2017-03-28,4.0,深赤湾A,A,-0.011519999999999864,-0.15816696475786768
265,22,2017-06-30,2017-08-25,3.0,深赤湾A,A,-0.022527999999999937,-0.2719834803983834
266,22,2017-12-31,2018-03-07,9.0,深赤湾A,A,0.09078399999999986,1.7487761550976355
267,23,2015-12-31,2016-03-10,6.0,深天地A,A,0.0007190000000000113,0.011853739858449808
268,23,2016-06-30,2016-08-06,5.0,深天地A,A,-0.008411000000000002,-0.18009697152079948
269,23,2016-12-31,2017-03-14,2.0,深天地A,A,-0.06946300000000001,-1.111379248237983
270,23,2017-06-30,2017-08-11,9.0,深天地A,A,0.05292200000000001,1.0549085380927423
271,23,2017-12-31,2018-04-20,7.0,深天地A,A,0.03976099999999999,0.7171150560330054
272,23,2018-06-30,2018-08-27,1.0,深天地A,A,-0.148235,-1.554688001735783
273,23,2018-12-31,2019-04-18,9.0,深天地A,A,0.194702,1.3834134836122867
274,23,2019-06-30,2019-08-27,10.0,深天地A,A,0.37321899999999997,1.680422632680166
275,23,2019-12-31,2020-04-29,4.0,深天地A,A,-0.089036,-0.3637204399060628
276,23,2020-06-30,2020-08-28,3.0,深天地A,A,-0.417756,-1.2081164694316728
277,23,2020-12-31,2021-04-30,5.0,深天地A,A,0.041507000000000016,0.12682272395502583
278,23,2021-06-30,2021-08-27,8.0,深天地A,A,0.318255,1.0416371043453543
279,23,2021-12-31,2022-04-29,2.0,深天地A,A,-0.6679839999999999,-1.5037531809311204
280,23,2022-06-30,2022-08-25,1.0,深天地A,A,-0.723842,-1.3957339568228728
281,23,2022-12-31,2023-04-29,1.0,深天地A,A,-1.131354,-1.8385475571220438
282,25,2015-12-31,2016-04-15,10.0,特力A,A,0.10142100000000001,2.193806238937141
283,25,2016-06-30,2016-08-26,9.0,特力A,A,0.035861000000000004,0.8233556470108248
284,25,2016-12-31,2017-04-08,2.0,特力A,A,-0.08672200000000001,-1.108078358044836
285,25,2017-06-30,2017-08-31,6.0,特力A,A,0.018271999999999997,0.23431842083359403
286,25,2017-12-31,2018-04-03,9.0,特力A,A,0.11010299999999999,1.3566058726769572
287,25,2018-06-30,2018-08-22,6.0,特力A,A,0.010648000000000005,0.13238903159374615
288,25,2018-12-31,2019-04-02,9.0,特力A,A,0.057833999999999997,1.2694664238130573
289,25,2019-06-30,2019-08-30,7.0,特力A,A,0.014988000000000001,0.3235447593510674
290,25,2019-12-31,2020-04-03,10.0,特力A,A,0.20285799999999998,2.2522068828747264
291,25,2020-06-30,2020-08-27,5.0,特力A,A,-0.04225,-0.4035512020536613
292,25,2020-12-31,2021-04-16,2.0,特力A,A,-0.32545499999999994,-1.4882457876875068
293,25,2021-06-30,2021-08-20,5.0,特力A,A,0.041122,0.18594652610810034
294,25,2021-12-31,2022-04-08,8.0,特力A,A,0.125323,0.6401575555551462
295,25,2022-06-30,2022-08-25,6.0,特力A,A,-0.003245999999999999,-0.016454587345763428
296,25,2022-12-31,2023-04-27,3.0,特力A,A,-0.11444799999999998,-1.1461701386718466
297,26,2015-12-31,2016-03-10,3.0,飞亚达A,A,-0.05536699999999997,-1.2095004968714997
298,26,2016-06-30,2016-08-26,1.0,飞亚达A,A,-0.04899299999999998,-2.3403363037197065
299,26,2016-12-31,2017-03-10,6.0,飞亚达A,A,0.022398,0.6275843551230305
300,26,2017-06-30,2017-08-15,9.0,飞亚达A,A,0.05982599999999999,1.0674062888632603
301,26,2017-12-31,2018-03-10,6.0,飞亚达A,A,0.013658999999999977,0.30246390462685463
302,26,2018-06-30,2018-08-23,10.0,飞亚达A,A,0.058704000000000006,2.438067012461469
303,26,2018-12-31,2019-03-15,9.0,飞亚达A,A,0.035243,1.6055086403608285
304,26,2019-06-30,2019-08-15,9.0,飞亚达A,A,0.022677999999999976,1.1605056818855348
305,26,2019-12-31,2020-03-20,10.0,飞亚达A,A,0.04573400000000005,2.985458600638874
306,26,2020-06-30,2020-07-30,2.0,飞亚达,A,-0.09722999999999998,-1.4607536593422157
307,26,2020-12-31,2021-03-10,9.0,飞亚达,A,0.2968700000000001,1.7931476120587384
308,26,2021-06-30,2021-08-20,9.0,飞亚达,A,0.35469199999999995,1.669170044310582
309,26,2021-12-31,2022-03-10,4.0,飞亚达,A,-0.13138500000000009,-0.5141061178157927
310,26,2022-06-30,2022-08-20,3.0,飞亚达,A,-0.20602699999999996,-0.7151663482625769
311,26,2022-12-31,2023-03-18,5.0,飞亚达,A,-0.06577200000000005,-0.26186626191654394
312,27,2015-12-31,2016-04-15,3.0,深圳能源,A,-0.21205399999999996,-1.190193438097414
