,Stkcd,Accper,Annodt,sue_decile,ShortName,Typrep,ue,sue
19730,600060,2016-06-30,2016-08-12,10.0,海信电器,A,0.07370100000000002,3.238719145447113
19731,600060,2016-12-31,2017-03-03,10.0,海信电器,A,0.11940600000000012,2.868079856730738
19732,600060,2017-06-30,2017-08-18,1.0,海信电器,A,-0.26950100000000005,-1.5163560098562467
19733,600060,2017-12-31,2018-03-29,2.0,海信电器,A,-0.31294399999999994,-1.3886542603151057
19734,600060,2018-06-30,2018-08-31,5.0,海信电器,A,-0.0003809999999999647,-0.0018223397825574985
19735,600060,2018-12-31,2019-04-30,1.0,海信电器,A,-0.36666300000000007,-2.2506341816715367
19736,600060,2019-06-30,2019-08-09,1.0,海信电器,A,-0.21102500000000002,-1.3051176767651524
19737,600060,2019-12-31,2020-04-30,8.0,海信视像,A,0.4098260000000001,1.217625408859547
19738,600060,2020-06-30,2020-08-25,9.0,海信视像,A,0.276638,0.7389054188325522
19739,600060,2020-12-31,2021-04-27,7.0,海信视像,A,0.27260399999999996,0.9988815721143229
19740,600060,2021-06-30,2021-08-31,7.0,海信视像,A,0.09095400000000003,0.6946295463581136
19741,600060,2021-12-31,2022-04-30,5.0,海信视像,A,-0.03770400000000007,-0.24720773509328578
19742,600060,2022-06-30,2022-08-31,9.0,海信视像,A,0.200266,1.4802326860473787
19743,600060,2022-12-31,2023-03-31,10.0,海信视像,A,0.225788,1.8783555033251513
19744,600061,2015-12-31,2016-03-31,9.0,国投安信,A,0.5484619999999999,1.4899539449421162
19745,600061,2016-06-30,2016-08-26,3.0,国投安信,A,-0.33476700000000004,-0.6941915692366888
19746,600061,2016-12-31,2017-03-31,4.0,国投安信,A,-0.23617,-0.4440651443854874
19747,600061,2017-06-30,2017-08-24,5.0,国投安信,A,0.015915000000000012,0.040255751429519745
19748,600061,2017-12-31,2018-03-31,5.0,国投资本,A,0.0070670000000000455,0.04011958186695212
19749,600061,2018-06-30,2018-08-30,1.0,国投资本,A,-0.15832400000000002,-1.2697694367879155
19750,600061,2018-12-31,2019-03-29,4.0,国投资本,A,-0.078841,-0.9627882726240226
19751,600061,2019-06-30,2019-08-30,9.0,国投资本,A,0.22520099999999998,1.3617998202254076
19752,600061,2019-12-31,2020-03-27,7.0,国投资本,A,0.12370500000000001,0.6981844291908947
19753,600061,2020-06-30,2020-08-28,9.0,国投资本,A,0.15136899999999998,1.1638577703022255
19754,600061,2020-12-31,2021-04-02,10.0,国投资本,A,0.13399300000000003,2.921384853071922
19755,600061,2021-06-30,2021-08-27,1.0,国投资本,A,-0.14030399999999993,-1.0108345970958705
19756,600061,2021-12-31,2022-03-31,3.0,国投资本,A,-0.14692500000000003,-0.8879413451249609
19757,600061,2022-06-30,2022-08-27,2.0,国投资本,A,-0.124892,-0.9183441541721452
19758,600061,2022-12-31,2023-03-25,1.0,国投资本,A,-0.16137100000000004,-10.659733464924257
19759,600062,2015-12-31,2016-03-11,6.0,华润双鹤,A,-0.061446,-0.23932970576039658
19760,600062,2016-06-30,2016-08-15,7.0,华润双鹤,A,0.03295900000000007,0.12203531618838617
19761,600062,2016-12-31,2017-03-10,8.0,华润双鹤,A,0.06977200000000006,1.2519979845351517
19762,600062,2017-06-30,2017-08-18,10.0,华润双鹤,A,0.13275199999999998,1.6348523522465885
19763,600062,2017-12-31,2018-03-15,2.0,华润双鹤,A,-0.13849900000000015,-1.1933655025884709
19764,600062,2018-06-30,2018-08-23,3.0,华润双鹤,A,-0.05386800000000003,-0.44205028648672146
19765,600062,2018-12-31,2019-03-15,6.0,华润双鹤,A,-0.012336999999999931,-0.1088115239822972
19766,600062,2019-06-30,2019-08-22,1.0,华润双鹤,A,-0.073635,-1.4007811407267714
19767,600062,2019-12-31,2020-03-21,9.0,华润双鹤,A,0.1474470000000001,1.4695253470103429
19768,600062,2020-06-30,2020-08-25,4.0,华润双鹤,A,-0.08226900000000004,-0.7730666953989219
19769,600062,2020-12-31,2021-03-19,5.0,华润双鹤,A,0.031503999999999976,0.292546682357264
19770,600062,2021-06-30,2021-08-24,6.0,华润双鹤,A,0.059601000000000015,0.6288614706830203
19771,600062,2021-12-31,2022-03-25,3.0,华润双鹤,A,-0.09925099999999998,-1.2432298595433184
19772,600062,2022-06-30,2022-08-24,9.0,华润双鹤,A,0.139112,1.4038195997488736
19773,600062,2022-12-31,2023-03-28,8.0,华润双鹤,A,0.09411999999999998,0.9078405297020451
19774,600063,2015-12-31,2016-01-29,4.0,皖维高新,A,-0.04339900000000001,-0.8054508861594893
19775,600063,2016-06-30,2016-08-10,7.0,皖维高新,A,0.006734,0.23749382840309524
19776,600063,2016-12-31,2017-04-12,4.0,皖维高新,A,-0.006140999999999994,-0.28876413175161836
19777,600063,2017-06-30,2017-08-02,5.0,皖维高新,A,0.0007500000000000007,0.033265856430289883
19778,600063,2017-12-31,2018-04-03,1.0,皖维高新,A,-0.023442000000000005,-1.796058990799723
19779,600063,2018-06-30,2018-08-10,8.0,皖维高新,A,0.007671999999999998,0.5746564721554172
19780,600063,2018-12-31,2019-03-26,8.0,皖维高新,A,0.015633999999999995,0.9270126825790759
19781,600063,2019-06-30,2019-08-20,10.0,皖维高新,A,0.045791,1.609418666919381
19782,600063,2019-12-31,2020-04-10,10.0,皖维高新,A,0.08655300000000002,2.4208732413525964
19783,600063,2020-06-30,2020-08-18,8.0,皖维高新,A,0.018327999999999997,0.5564891202373616
19784,600063,2020-12-31,2021-03-26,10.0,皖维高新,A,0.09911,2.664997421986177
19785,600063,2021-06-30,2021-08-12,10.0,皖维高新,A,0.139235,2.768962932743506
19786,600063,2021-12-31,2022-03-10,8.0,皖维高新,A,0.05121800000000004,0.9639690451058017
19787,600063,2022-06-30,2022-08-19,10.0,皖维高新,A,0.24899600000000002,2.9536511239788954
19788,600063,2022-12-31,2023-03-11,4.0,皖维高新,A,-0.12699600000000005,-0.7993129678771884
19789,600064,2015-12-31,2016-03-30,4.0,南京高科,A,-0.25706299999999993,-1.0716594547586775
19790,600064,2016-06-30,2016-07-28,10.0,南京高科,A,0.416743,1.4097206612911535
19791,600064,2016-12-31,2017-03-30,3.0,南京高科,A,-0.22660099999999994,-0.7008411677500388
19792,600064,2017-06-30,2017-07-29,1.0,南京高科,A,-0.4013589999999999,-1.1027960502042695
19793,600064,2017-12-31,2018-03-28,8.0,南京高科,A,0.4137019999999999,0.9688358094857794
19794,600064,2018-06-30,2018-08-07,4.0,南京高科,A,-0.06381800000000004,-0.18213218562241512
19795,600064,2018-12-31,2019-04-12,3.0,南京高科,A,-0.41071899999999995,-1.0585970158628317
19796,600064,2019-06-30,2019-08-31,8.0,南京高科,A,0.34607299999999996,0.9002447782980694
19797,600064,2019-12-31,2020-04-30,7.0,南京高科,A,0.30558699999999994,0.8608145632313678
19798,600064,2020-06-30,2020-08-31,9.0,南京高科,A,0.24628300000000014,0.6891463711716238
19799,600064,2020-12-31,2021-04-30,4.0,南京高科,A,-0.060575000000000156,-0.328227325060075
19800,600064,2021-06-30,2021-08-20,3.0,南京高科,A,-0.01877300000000015,-0.10169071051152725
19801,600064,2021-12-31,2022-04-20,9.0,南京高科,A,0.25939500000000026,1.5274082625590963
19802,600064,2022-06-30,2022-08-18,5.0,南京高科,A,-0.03513100000000002,-0.23456914307574414
19803,600064,2022-12-31,2023-04-29,2.0,南京高科,A,-0.475349,-1.5654128674842025
19804,600066,2015-12-31,2016-04-05,5.0,宇通客车,A,-0.06488099999999997,-0.34068577605017086
19805,600066,2016-06-30,2016-08-23,8.0,宇通客车,A,0.136656,0.6983121645795305
19806,600066,2016-12-31,2017-03-28,7.0,宇通客车,A,0.09580300000000008,0.7967266520206602
19807,600066,2017-06-30,2017-08-29,1.0,宇通客车,A,-0.19908199999999998,-1.2900221378976306
19808,600066,2017-12-31,2018-04-03,2.0,宇通客车,A,-0.22301300000000035,-1.1741263683564946
19809,600066,2018-06-30,2018-08-28,2.0,宇通客车,A,-0.090447,-0.6226162699648571
19810,600066,2018-12-31,2019-04-02,1.0,宇通客车,A,-0.2887259999999998,-3.500956513351824
19811,600066,2019-06-30,2019-08-27,7.0,宇通客车,A,0.03001999999999999,0.21168178779961896
19812,600066,2019-12-31,2020-03-31,2.0,宇通客车,A,-0.19608499999999995,-1.4279114391487648
19813,600066,2020-06-30,2020-08-25,1.0,宇通客车,A,-0.282366,-1.8952064602405652
19814,600066,2020-12-31,2021-03-30,1.0,宇通客车,A,-0.369254,-2.1525886147076827
19815,600066,2021-06-30,2021-08-24,5.0,宇通客车,A,0.033451999999999996,0.19324748817579568
19816,600066,2021-12-31,2022-03-29,6.0,宇通客车,A,0.008958000000000022,0.043974125587531256
19817,600066,2022-06-30,2022-08-23,4.0,宇通客车,A,-0.094898,-0.5144376960945604
19818,600066,2022-12-31,2023-03-28,9.0,宇通客车,A,0.165288,1.5448134339655528
19819,600067,2015-12-31,2016-03-26,4.0,冠城大通,A,-0.381625,-0.897541248294237
19820,600067,2016-06-30,2016-08-20,3.0,冠城大通,A,-0.206312,-0.6756352863681809
19821,600067,2016-12-31,2017-03-15,7.0,冠城大通,A,0.14449099999999998,0.6510692797153403
19822,600067,2017-06-30,2017-08-25,9.0,冠城大通,A,0.406578,1.1514421353086093
19823,600067,2017-12-31,2018-03-16,3.0,冠城大通,A,-0.160306,-0.5598806263975703
19824,600067,2018-06-30,2018-08-15,2.0,冠城大通,A,-0.316582,-0.9836835295444495
19825,600067,2018-12-31,2019-03-16,8.0,冠城大通,A,0.409994,1.082339088493269
19826,600067,2019-06-30,2019-08-28,6.0,冠城大通,A,0.05273699999999999,0.1676802440349296
19827,600067,2019-12-31,2020-03-25,3.0,冠城大通,A,-0.278036,-0.8210075493179767
19828,600067,2020-06-30,2020-08-29,4.0,冠城大通,A,-0.243059,-0.7605424062247326
19829,600067,2020-12-31,2021-03-03,6.0,冠城大通,A,0.120973,0.5959230520062044
19830,600067,2021-06-30,2021-08-28,6.0,冠城大通,A,0.139588,0.6170352767974288
19831,600067,2021-12-31,2022-04-02,1.0,冠城大通,A,-1.00744,-1.8781907617691127
19832,600067,2022-06-30,2022-08-29,6.0,冠城大通,A,0.026707999999999996,0.04822619233532172
19833,600067,2022-12-31,2023-04-12,8.0,冠城大通,A,0.713849,0.9961234741187877
19834,600068,2015-12-31,2016-03-30,10.0,葛洲坝,A,0.049512,2.3892661552808883
19835,600068,2016-06-30,2016-08-31,8.0,葛洲坝,A,0.011220999999999981,0.4803439407302807
19836,600068,2016-12-31,2017-03-30,10.0,葛洲坝,A,0.21629499999999996,2.371683610237303
19837,600068,2017-06-30,2017-08-31,9.0,葛洲坝,A,0.11095500000000003,1.2395031265214704
19838,600068,2017-12-31,2018-03-30,10.0,葛洲坝,A,0.18624600000000002,2.0371270030354385
19839,600068,2018-06-30,2018-08-31,9.0,葛洲坝,A,0.08809900000000004,1.4506661873461861
19840,600068,2018-12-31,2019-03-30,5.0,葛洲坝,A,-0.06368700000000016,-0.6076247598049954
19841,600068,2019-06-30,2019-08-31,8.0,葛洲坝,A,0.05890799999999996,0.572086503303898
19842,600068,2019-12-31,2020-04-01,8.0,葛洲坝,A,0.0721980000000002,1.0401503887494599
19843,600068,2020-06-30,2020-08-29,1.0,葛洲坝,A,-0.29708,-1.73645679543942
19844,600068,2020-12-31,2021-03-20,5.0,葛洲坝,A,0.02124400000000004,0.12121048568044052
19846,600069,2016-06-30,2016-08-30,6.0,银鸽投资,A,0.03668300000000001,0.06916776614021512
19847,600069,2016-12-31,2017-04-19,3.0,银鸽投资,A,-0.39966,-0.7816671606851419
19848,600069,2017-06-30,2017-08-24,5.0,银鸽投资,A,0.039512,0.07696404697519971
19849,600069,2017-12-31,2018-04-11,8.0,银鸽投资,A,0.31734799999999996,1.0711290740862878
19850,600069,2018-06-30,2018-08-21,6.0,银鸽投资,A,0.032918,0.11116500875225978
19851,600069,2018-12-31,2019-04-26,5.0,银鸽投资,A,-0.105088,-0.5932476609414092
19852,600069,2019-06-30,2019-08-15,3.0,银鸽投资,A,-0.088694,-0.45383431643088806
19853,600069,2019-12-31,2020-04-29,1.0,银鸽投资,A,-0.249404,-2.1567741031645116
19854,600070,2015-12-31,2016-03-01,7.0,浙江富润,A,0.284051,0.5363470223942346
19855,600070,2016-06-30,2016-08-20,6.0,浙江富润,A,0.057006,0.10335214397880126
19856,600070,2016-12-31,2017-03-21,8.0,浙江富润,A,0.16253800000000002,1.0761900103558841
19857,600070,2017-06-30,2017-08-23,10.0,浙江富润,A,0.169936,1.831739497590019
19858,600070,2017-12-31,2018-04-13,4.0,浙江富润,A,-0.012513000000000024,-0.1423615668032756
19859,600070,2018-06-30,2018-08-22,4.0,浙江富润,A,-0.011324,-0.11004473819445763
19860,600070,2018-12-31,2019-04-17,9.0,浙江富润,A,0.126531,1.3439627629656712
19861,600070,2019-06-30,2019-08-28,10.0,浙江富润,A,0.40135999999999994,2.060134159956952
19862,600070,2019-12-31,2020-04-28,7.0,浙江富润,A,0.09963400000000011,0.5682428642525719
19863,600070,2020-06-30,2020-08-25,5.0,浙江富润,A,-0.08078999999999992,-0.40594383253291744
19864,600070,2020-12-31,2021-04-27,1.0,浙江富润,A,-1.743722,-1.8113442929969759
19865,600070,2021-06-30,2021-08-21,2.0,浙江富润,A,-0.5635600000000001,-0.679204376494508
19866,600070,2021-12-31,2022-04-27,7.0,浙江富润,A,0.25820999999999983,0.2950706363262277
19867,600070,2022-06-30,2022-08-27,5.0,浙江富润,A,-0.111898,-0.1286407132913182
19868,600070,2022-12-31,2023-04-28,6.0,浙江富润,A,0.019830000000000236,0.05742791120308335
19870,600071,2016-06-30,2016-08-31,5.0,凤凰光学,A,-0.092185,-0.1906702347600108
19871,600071,2016-12-31,2017-03-10,2.0,凤凰光学,A,-0.518539,-1.033315648945425
19872,600071,2017-06-30,2017-08-11,5.0,凤凰光学,A,0.062221,0.12397043715964406
19873,600071,2017-12-31,2018-03-08,8.0,凤凰光学,A,0.604934,1.303219373580003
19874,600071,2018-06-30,2018-08-28,6.0,凤凰光学,A,0.08043,0.17522740537175222
19875,600071,2018-12-31,2019-04-20,4.0,凤凰光学,A,-0.257692,-0.7215009276393805
19876,600071,2019-06-30,2019-08-16,4.0,凤凰光学,A,-0.088257,-0.2364947118658647
19877,600071,2019-12-31,2020-04-14,7.0,凤凰光学,A,0.107818,0.6365375904013572
19878,600071,2020-06-30,2020-08-06,8.0,凤凰光学,A,0.06676,0.40152301432733256
19879,600071,2020-12-31,2021-04-20,5.0,凤凰光学,A,0.0025229999999999975,0.029526806471881918
19880,600071,2021-06-30,2021-08-10,8.0,凤凰光学,A,0.054945999999999995,1.2666069421362691
19881,600071,2021-12-31,2022-04-02,2.0,凤凰光学,A,-0.101127,-1.321213597717695
19882,600071,2022-06-30,2022-08-11,2.0,凤凰光学,A,-0.062032,-0.898245261426641
19883,600071,2022-12-31,2023-04-04,8.0,凤凰光学,A,0.060783000000000004,0.7402682290171128
19884,600072,2015-12-31,2016-03-29,6.0,钢构工程,A,-0.029071000000000013,-0.1529342807107835
19885,600072,2016-06-30,2016-08-23,4.0,钢构工程,A,-0.075507,-0.3610915154750567
19886,600072,2016-12-31,2017-04-29,3.0,钢构工程,A,-0.029171999999999976,-0.5382850960353298
19887,600072,2017-06-30,2017-08-31,10.0,中船科技,A,0.145106,1.4908251950500004
19888,600072,2017-12-31,2018-04-20,4.0,中船科技,A,-0.03272000000000001,-0.3347394844290989
19889,600072,2018-06-30,2018-08-31,4.0,中船科技,A,-0.016158,-0.18819649916472514
19890,600072,2018-12-31,2019-04-18,6.0,中船科技,A,-0.014360999999999999,-0.17198240209697932
19891,600072,2019-06-30,2019-08-31,10.0,中船科技,A,0.083261,1.576293709369274
19892,600072,2019-12-31,2020-04-22,7.0,中船科技,A,0.039070999999999995,0.8195200723804642
19893,600072,2020-06-30,2020-08-29,3.0,中船科技,A,-0.081456,-1.1472109363171072
19894,600072,2020-12-31,2021-04-17,8.0,中船科技,A,0.12149199999999999,1.3796564505233004
19895,600072,2021-06-30,2021-08-28,8.0,中船科技,A,0.104823,1.1380315439967663
19896,600072,2021-12-31,2022-04-23,3.0,中船科技,A,-0.18508599999999997,-1.245629015159938
19897,600072,2022-06-30,2022-08-31,4.0,中船科技,A,-0.043210000000000005,-0.3008852598706357
19898,600072,2022-12-31,2023-04-01,8.0,中船科技,A,0.08153799999999999,0.6116080023745941
19899,600073,2015-12-31,2016-04-29,9.0,上海梅林,A,0.189793,1.3933149363844037
19900,600073,2016-06-30,2016-08-18,10.0,上海梅林,A,0.24653399999999998,1.3636110352926745
19901,600073,2016-12-31,2017-04-28,5.0,上海梅林,A,-0.00039599999999995195,-0.002917803486412115
19902,600073,2017-06-30,2017-08-31,10.0,上海梅林,A,0.160914,1.5196380225960726
19903,600073,2017-12-31,2018-03-31,3.0,上海梅林,A,-0.152737,-0.86363311935742
19904,600073,2018-06-30,2018-08-28,2.0,上海梅林,A,-0.07622299999999999,-0.568865678338515
19905,600073,2018-12-31,2019-03-30,6.0,上海梅林,A,-0.005715999999999999,-0.042721672799828254
19906,600073,2019-06-30,2019-08-27,8.0,上海梅林,A,0.07095600000000002,0.7410451795040428
19907,600073,2019-12-31,2020-04-30,9.0,上海梅林,A,0.11254299999999995,1.3462784207771044
19908,600073,2020-06-30,2020-08-27,10.0,上海梅林,A,0.18070600000000003,2.316272749910146
19909,600073,2020-12-31,2021-03-31,5.0,上海梅林,A,0.022901999999999978,0.3424587080259734
19910,600073,2021-06-30,2021-08-28,1.0,上海梅林,A,-0.27543600000000007,-1.3698049097133396
19911,600073,2021-12-31,2022-03-30,2.0,上海梅林,A,-0.6350999999999999,-1.7672161072304355
19912,600073,2022-06-30,2022-08-30,8.0,上海梅林,A,0.14778700000000006,0.4238436662750375
19913,600073,2022-12-31,2023-03-30,9.0,上海梅林,A,0.670746,1.1926740109965153
19914,600074,2015-12-31,2016-02-27,7.0,保千里,A,0.12006800000000001,0.4451146469276706
19915,600074,2016-06-30,2016-08-24,8.0,保千里,A,0.10024300000000001,0.39411585415711653
19916,600074,2016-12-31,2017-04-20,9.0,保千里,A,0.065727,1.4488543552977968
19917,600074,2017-06-30,2017-08-11,6.0,保千里,A,0.010245999999999977,0.21296668414600464
19923,600075,2015-12-31,2016-03-30,7.0,新疆天业,A,0.020653999999999985,0.11472390584172913
19924,600075,2016-06-30,2016-08-30,10.0,新疆天业,A,0.46972800000000003,1.9207189025194733
19925,600075,2016-12-31,2017-04-22,6.0,新疆天业,A,0.09587299999999999,0.4177954602192581
19926,600075,2017-06-30,2017-08-26,2.0,新疆天业,A,-0.14434000000000002,-0.5558746032628203
19927,600075,2017-12-31,2018-04-12,6.0,新疆天业,A,0.05986199999999997,0.23396944611476242
19928,600075,2018-06-30,2018-08-30,1.0,新疆天业,A,-0.13005,-1.0389892952305873
19929,600075,2018-12-31,2019-04-10,7.0,新疆天业,A,0.053970000000000073,0.4808122585267649
19930,600075,2019-06-30,2019-08-30,1.0,新疆天业,A,-0.175984,-1.4346068055662546
19931,600075,2019-12-31,2020-04-30,1.0,新疆天业,A,-0.307641,-2.0567115403410225
19932,600075,2020-06-30,2020-08-22,8.0,新疆天业,A,0.046177,0.26101536171576956
19933,600075,2020-12-31,2021-04-24,9.0,新疆天业,A,0.591284,1.4915600753503155
19934,600075,2021-06-30,2021-08-21,8.0,新疆天业,A,0.544037,1.2689115271866211
19935,600075,2021-12-31,2022-04-22,4.0,新疆天业,A,-0.23143099999999994,-0.5812300731502655
19936,600075,2022-06-30,2022-08-19,4.0,新疆天业,A,-0.225852,-0.490816952169138
19937,600075,2022-12-31,2023-04-20,4.0,新疆天业,A,-0.24642300000000006,-0.6328278729698434
19938,600076,2015-12-31,2016-04-13,10.0,青鸟华光,A,0.30497599999999997,1.5451189519402702
19939,600076,2016-06-30,2016-08-18,9.0,康欣新材,A,0.228582,1.054705194605347
19940,600076,2016-12-31,2017-04-22,3.0,康欣新材,A,-0.11796599999999999,-0.5979030353290795
19941,600076,2017-06-30,2017-08-18,6.0,康欣新材,A,0.034689,0.18141225094309532
19942,600076,2017-12-31,2018-03-31,6.0,康欣新材,A,0.04373000000000002,0.30832548306845975
19943,600076,2018-06-30,2018-08-18,7.0,康欣新材,A,0.036685999999999996,0.46875098978817153
19944,600076,2018-12-31,2019-03-20,4.0,康欣新材,A,-0.03494199999999997,-0.9479722351612003
19945,600076,2019-06-30,2019-08-24,4.0,康欣新材,A,-0.009515999999999969,-0.2529316305709214
19946,600076,2019-12-31,2020-05-20,2.0,康欣新材,A,-0.06693900000000008,-1.5299584773547004
19947,600076,2020-06-30,2020-08-29,1.0,康欣新材,A,-0.30246300000000004,-2.2449637919256387
19948,600076,2020-12-31,2021-04-28,2.0,康欣新材,A,-0.22972899999999996,-1.6781827460302394
19949,600076,2021-06-30,2021-08-21,6.0,康欣新材,A,0.102946,0.5701998519981292
19950,600076,2021-12-31,2022-04-02,7.0,康欣新材,A,0.07492,0.36117953668910313
19951,600076,2022-06-30,2022-08-19,3.0,康欣新材,A,-0.12007100000000001,-0.7543185101751204
19952,600076,2022-12-31,2023-04-22,5.0,康欣新材,A,-0.04617399999999999,-0.44208959274481824
19953,600077,2015-12-31,2016-03-11,7.0,宋都股份,A,0.15824999999999997,0.23863176188778132
19954,600077,2016-06-30,2016-08-30,7.0,宋都股份,A,0.203693,0.28320842670790214
19955,600077,2016-12-31,2017-04-15,1.0,宋都股份,A,-0.613525,-1.6356992377710124
19956,600077,2017-06-30,2017-08-25,2.0,宋都股份,A,-0.204246,-0.5377884542685641
19957,600077,2017-12-31,2018-02-10,8.0,宋都股份,A,0.560848,1.1045521466547095
19958,600077,2018-06-30,2018-08-31,6.0,宋都股份,A,0.055682999999999996,0.11321861659586313
19959,600077,2018-12-31,2019-03-30,7.0,宋都股份,A,0.12494100000000002,0.3932510361027441
19960,600077,2019-06-30,2019-08-30,3.0,宋都股份,A,-0.138022,-0.4676934886713139
19961,600077,2019-12-31,2020-04-28,9.0,宋都股份,A,0.2766259999999999,1.6077995006312722
19962,600077,2020-06-30,2020-08-31,9.0,宋都股份,A,0.138216,0.7982878336678
19963,600077,2020-12-31,2021-04-30,2.0,宋都股份,A,-0.33587599999999995,-1.2220637752518715
19964,600077,2021-06-30,2021-08-31,3.0,宋都股份,A,-0.018339999999999995,-0.06967531080168023
19965,600077,2021-12-31,2022-04-30,1.0,宋都股份,A,-0.555822,-1.7807750755981624
19966,600077,2022-06-30,2022-08-31,7.0,宋都股份,A,0.049163,0.17409779601893316
19967,600077,2022-12-31,2023-04-29,1.0,宋都股份,A,-2.324141,-2.0973350672139124
19968,600078,2015-12-31,2016-04-29,5.0,澄星股份,A,-0.015544000000000002,-0.5444976495179079
19969,600078,2016-06-30,2016-08-06,3.0,澄星股份,A,-0.012716000000000005,-0.6448131017955224
19970,600078,2016-12-31,2017-03-28,10.0,澄星股份,A,0.06945000000000001,1.7529451552130024
19971,600078,2017-06-30,2017-08-18,6.0,澄星股份,A,0.009541000000000001,0.2417125222948876
19972,600078,2017-12-31,2018-03-31,6.0,澄星股份,A,0.013569000000000012,0.3881411091529659
19973,600078,2018-06-30,2018-08-31,4.0,澄星股份,A,-0.0036389999999999964,-0.1125710908997996
19974,600078,2018-12-31,2019-03-30,4.0,澄星股份,A,-0.009843000000000018,-0.8959285180390792
19975,600078,2019-06-30,2019-08-31,9.0,澄星股份,A,0.024839,1.5648193380613884
19976,600078,2019-12-31,2020-04-28,10.0,澄星股份,A,0.063865,1.8995179307355088
19977,600078,2020-06-30,2020-08-29,4.0,澄星股份,A,-0.028286,-0.6961254720337428
19978,600078,2020-12-31,2021-04-30,1.0,澄星股份,A,-3.6072979999999997,-1.9884650617038548
19983,600079,2015-12-31,2016-03-05,2.0,人福医药,A,-0.531111,-1.9156443777535126
19984,600079,2016-06-30,2016-08-27,3.0,人福医药,A,-0.17679299999999998,-0.663700206927193
19985,600079,2016-12-31,2017-03-29,7.0,人福医药,A,0.353243,0.9609950197947044
19986,600079,2017-06-30,2017-08-30,4.0,人福医药,A,-0.03294399999999997,-0.09003634207564086
19987,600079,2017-12-31,2018-04-12,10.0,人福医药,A,0.906367,1.8722641772691817
19988,600079,2018-06-30,2018-08-30,6.0,人福医药,A,0.11403999999999992,0.2763171201629236
19989,600079,2018-12-31,2019-04-30,2.0,人福医药,A,-3.2979380000000003,-1.773203439007065
19990,600079,2019-06-30,2019-08-30,5.0,人福医药,A,-0.09166399999999997,-0.0494314197509233
19991,600079,2019-12-31,2020-04-30,8.0,人福医药,A,2.533807,1.058807822107431
19992,600079,2020-06-30,2020-08-22,7.0,人福医药,A,0.068552,0.028667427858257353
19993,600079,2020-12-31,2021-04-28,5.0,人福医药,A,0.023461000000000065,0.01849303001135549
19994,600079,2021-06-30,2021-08-27,4.0,人福医药,A,0.05114100000000005,0.041137140448525795
19995,600079,2021-12-31,2022-04-28,6.0,人福医药,A,-0.0013610000000001676,-0.044228614696410956
19996,600079,2022-06-30,2022-08-26,10.0,人福医药,A,0.5872089999999999,2.0807254505969253
19997,600079,2022-12-31,2023-03-24,8.0,人福医药,A,0.1805350000000001,0.6776341294127718
19998,600080,2015-12-31,2016-03-26,7.0,金花股份,A,0.006888999999999992,0.2525503516661589
19999,600080,2016-06-30,2016-08-18,6.0,金花股份,A,0.0018089999999999981,0.06651317017613592
20000,600080,2016-12-31,2017-04-07,6.0,金花股份,A,0.004909000000000004,0.3919963890092154
20001,600080,2017-06-30,2017-07-26,10.0,金花股份,A,0.004958999999999998,2.35994181263121
20002,600080,2017-12-31,2018-04-13,10.0,金花股份,A,0.08021700000000001,2.100429462007533
20003,600080,2018-06-30,2018-08-10,6.0,金花股份,A,0.005840999999999999,0.15579000757458922
20004,600080,2018-12-31,2019-04-20,3.0,金花股份,A,-0.083279,-1.2454279768082301
20005,600080,2019-06-30,2019-08-22,7.0,金花股份,A,0.012775000000000009,0.1903891368278303
20006,600080,2019-12-31,2020-04-30,3.0,金花股份,A,-0.040844000000000005,-0.9119319480510752
20009,600080,2021-06-30,2021-08-13,5.0,金花股份,A,0.008987999999999996,0.20434686105245953
20010,600080,2021-12-31,2022-04-22,2.0,金花股份,A,-0.156636,-1.7121259329822598
20011,600080,2022-06-30,2022-08-20,7.0,金花股份,A,0.012334000000000005,0.13131335438381278
20012,600080,2022-12-31,2023-04-28,9.0,金花股份,A,0.12595699999999999,1.0825823853606256
20013,600081,2015-12-31,2016-03-31,3.0,东风科技,A,-0.3492869999999999,-1.1514295402795285
20014,600081,2016-06-30,2016-08-25,3.0,东风科技,A,-0.224983,-0.6909836345590264
20015,600081,2016-12-31,2017-03-31,6.0,东风科技,A,0.07417699999999999,0.36589224743091814
20016,600081,2017-06-30,2017-08-31,7.0,东风科技,A,0.114315,0.5045774387788415
20017,600081,2017-12-31,2018-03-31,5.0,东风科技,A,0.02474000000000004,0.16223381827853628
20018,600081,2018-06-30,2018-08-28,9.0,东风科技,A,0.051198999999999995,1.3488042089621872
20019,600081,2018-12-31,2019-03-30,5.0,东风科技,A,-0.018114999999999992,-0.32673656370082765
20020,600081,2019-06-30,2019-08-31,2.0,东风科技,A,-0.02673700000000001,-0.7290560881087822
20021,600081,2019-12-31,2020-04-30,8.0,东风科技,A,0.04269199999999995,1.05789145384198
20022,600081,2020-06-30,2020-08-28,1.0,东风科技,A,-0.30841399999999997,-1.965433696314961
20023,600081,2020-12-31,2021-03-31,6.0,东风科技,A,0.11106300000000002,0.6030171636492901
20024,600081,2021-06-30,2021-08-31,8.0,东风科技,A,0.29115900000000006,1.158803225497503
20025,600081,2021-12-31,2022-03-31,5.0,东风科技,A,-0.10195300000000002,-0.39231502248143707
20026,600081,2022-06-30,2022-08-31,2.0,东风科技,A,-0.209959,-0.9403869569877361
